,date,dB,something,ping,upload,download,jitter
326,2022-10-12 19:50:02,-31.0,12.3,712.18,11.73,10.93,4.55
327,2022-10-12 19:55:01,-30.9,12.6,708.45,19.01,13.43,6.9
328,2022-10-12 20:00:01,-30.9,12.6,731.0,18.36,11.88,6.77
329,2022-10-12 20:05:01,-31.2,12.3,708.73,9.4,17.5,7.14
330,2022-10-12 20:10:01,-30.9,12.3,712.09,4.49,19.27,7.02
331,2022-10-12 20:15:01,-30.7,12.3,704.91,18.74,17.02,6.63
332,2022-10-12 20:20:01,-30.9,12.3,708.64,13.89,13.09,6.73
333,2022-10-12 20:25:01,-31.1,12.2,697.91,8.36,23.47,6.7
334,2022-10-12 20:30:01,-30.8,12.3,701.0,20.49,20.99,6.75
335,2022-10-12 20:35:02,-31.1,12.5,708.91,14.43,10.38,6.55
336,2022-10-12 20:45:01,-31.3,12.0,712.82,16.92,23.67,7.02
337,2022-10-12 20:50:01,-31.0,12.3,704.91,10.44,14.46,6.7
338,2022-10-12 20:55:01,-31.2,12.2,705.0,14.88,19.38,6.82
339,2022-10-12 21:00:01,-31.1,12.3,709.73,7.51,28.19,6.75
340,2022-10-12 21:05:01,-31.1,12.4,712.18,5.09,24.4,1.58
341,2022-10-12 21:10:01,-31.1,12.5,704.73,11.0,30.89,6.48
342,2022-10-12 21:15:01,-30.8,12.3,708.55,4.38,28.11,6.43
343,2022-10-12 21:20:01,-30.9,12.1,707.64,7.81,29.02,6.95
344,2022-10-12 21:25:01,-31.0,12.2,712.27,12.11,11.4,6.95
345,2022-10-12 21:30:02,-31.2,12.0,704.82,14.47,22.99,6.82
346,2022-10-12 21:35:01,-31.1,12.3,708.73,5.46,14.52,7.37
347,2022-10-12 21:40:01,-31.2,12.1,711.45,5.1,26.11,7.05
348,2022-10-12 21:45:01,-31.0,12.1,698.91,14.62,30.98,6.7
349,2022-10-12 21:50:01,-31.2,12.2,714.64,3.79,7.34,7.44
350,2022-10-12 21:55:01,-31.1,12.0,702.73,18.28,28.59,6.6
351,2022-10-12 22:00:01,-31.1,12.2,707.55,8.66,28.19,6.65
352,2022-10-12 22:05:01,-31.1,12.3,707.64,17.59,30.86,1.95
353,2022-10-12 22:10:01,-31.2,12.1,711.18,8.48,33.76,5.04
354,2022-10-12 22:15:01,-30.9,12.5,708.64,12.68,32.87,5.91
355,2022-10-12 22:20:01,-30.9,12.2,712.27,9.28,23.34,6.95
356,2022-10-12 22:25:01,-30.9,12.3,705.82,11.61,27.9,6.13
357,2022-10-12 22:30:01,-31.1,12.1,709.18,15.49,32.37,6.3
358,2022-10-12 22:35:01,-31.2,12.0,708.09,17.7,31.78,1.34
359,2022-10-12 22:40:01,-31.1,12.1,706.45,8.51,15.74,6.72
360,2022-10-12 22:45:01,-31.0,12.2,712.36,14.69,31.9,6.77
361,2022-10-12 22:50:02,-31.0,12.1,702.18,22.67,32.49,5.91
362,2022-10-12 22:55:01,-31.3,11.8,704.18,9.24,23.19,1.41
363,2022-10-12 23:00:01,-31.3,12.0,698.45,17.71,20.67,6.6
364,2022-10-12 23:05:01,-31.4,12.0,708.91,6.96,20.96,3.78
365,2022-10-12 23:10:02,-31.3,12.0,712.27,4.23,31.97,6.43
366,2022-10-12 23:15:01,-31.0,12.1,696.45,19.95,32.03,6.13
367,2022-10-12 23:20:01,-31.2,12.1,691.18,10.27,33.02,6.7
368,2022-10-12 23:25:01,-31.1,12.1,702.55,8.05,32.64,6.63
369,2022-10-12 23:30:01,-31.3,11.9,705.27,3.1,29.66,6.6
370,2022-10-12 23:35:02,-31.1,12.0,712.18,11.94,30.62,6.55
371,2022-10-12 23:40:01,-31.2,11.8,683.64,13.18,29.69,6.97
372,2022-10-12 23:45:01,-31.2,11.9,694.82,15.34,36.96,6.87
373,2022-10-12 23:50:01,-31.3,11.9,694.0,18.82,31.5,6.97
374,2022-10-12 23:55:01,-31.2,11.9,692.73,9.5,38.04,6.85
375,2022-10-13 00:00:01,-30.9,12.1,707.45,8.26,35.61,6.92
376,2022-10-13 00:05:01,-31.1,12.3,698.36,7.44,35.17,6.77
377,2022-10-13 00:10:01,-31.0,12.2,684.45,7.65,36.27,6.87
378,2022-10-13 00:15:01,-31.2,12.1,683.18,17.31,37.1,6.55
379,2022-10-13 00:20:02,-31.0,12.0,697.36,17.01,36.07,6.95
380,2022-10-13 00:25:01,-30.9,12.2,708.64,8.32,38.39,7.07
381,2022-10-13 00:30:02,-31.0,12.1,691.36,26.39,38.15,7.12
382,2022-10-13 00:35:01,-30.9,12.2,698.0,13.42,38.1,7.12
383,2022-10-13 00:40:01,-30.9,12.1,708.45,13.37,38.28,7.29
384,2022-10-13 00:45:01,-31.1,12.0,693.82,14.63,36.24,7.29
385,2022-10-13 00:50:01,-30.9,12.0,676.55,9.84,38.14,7.15
386,2022-10-13 00:55:01,-30.9,12.2,701.27,17.05,38.32,6.95
387,2022-10-13 01:00:01,-31.2,11.9,675.27,4.85,38.38,7.02
388,2022-10-13 01:05:01,-30.9,12.1,738.18,131.79,35.84,7.0
389,2022-10-13 01:10:01,-31.0,12.0,676.0,4.99,38.05,6.95
390,2022-10-13 01:15:01,-30.9,12.1,686.73,14.13,38.06,6.92
391,2022-10-13 01:20:01,-30.8,12.1,684.0,14.16,38.01,7.05
392,2022-10-13 01:25:01,-30.9,12.1,680.45,15.76,38.1,6.87
393,2022-10-13 01:30:01,-30.8,12.0,701.45,13.05,36.07,7.0
394,2022-10-13 01:35:01,-30.9,12.0,685.64,10.74,37.06,7.1
395,2022-10-13 01:40:01,-30.8,12.1,708.0,16.96,38.29,6.72
396,2022-10-13 01:45:02,-30.9,12.1,697.91,17.27,38.4,6.7
397,2022-10-13 01:50:01,-30.9,11.9,702.09,18.61,38.16,6.95
398,2022-10-13 01:55:01,-30.9,12.0,683.27,19.31,38.25,7.02
399,2022-10-13 02:00:01,-31.0,11.9,701.91,19.47,38.35,7.05
400,2022-10-13 02:05:01,-30.9,12.1,697.73,18.68,38.04,6.95
401,2022-10-13 02:10:01,-31.0,12.0,686.64,3.3,38.03,7.1
402,2022-10-13 02:15:01,-31.0,12.1,675.55,10.94,38.19,6.92
403,2022-10-13 02:20:01,-31.1,11.9,703.82,20.05,38.15,6.77
404,2022-10-13 02:25:02,-31.2,12.0,686.64,9.4,38.12,6.85
405,2022-10-13 02:30:01,-31.0,12.3,701.36,4.95,38.32,6.72
406,2022-10-13 02:35:01,-31.1,11.9,701.18,8.85,38.32,6.95
407,2022-10-13 02:40:01,-31.0,12.1,676.55,4.53,38.16,7.02
408,2022-10-13 02:45:01,-31.1,11.8,672.27,2.2,38.61,6.65
409,2022-10-13 02:50:01,-31.0,12.0,675.82,11.61,38.37,6.82
410,2022-10-13 02:55:01,-30.8,12.0,712.09,3.71,24.07,6.9
411,2022-10-13 03:00:01,-30.9,12.1,687.91,14.3,37.62,6.87
412,2022-10-13 03:05:01,-31.0,12.1,684.0,20.62,36.78,6.63
413,2022-10-13 03:10:01,-31.0,12.0,675.82,9.27,36.57,6.82
414,2022-10-13 03:15:01,-31.2,11.9,679.36,14.83,38.06,6.9
415,2022-10-13 03:20:02,-31.1,12.0,704.45,11.8,38.43,6.97
416,2022-10-13 03:25:01,-31.2,12.0,698.27,18.29,38.18,6.95
417,2022-10-13 03:30:01,-31.0,12.1,678.45,3.83,38.36,6.75
418,2022-10-13 03:35:01,-31.1,12.0,675.82,4.45,38.23,6.9
419,2022-10-13 03:40:01,-31.0,12.0,672.18,3.09,38.53,6.9
420,2022-10-13 03:45:01,-31.1,11.8,676.09,4.08,38.23,6.87
421,2022-10-13 03:50:01,-31.0,11.9,691.27,17.32,37.92,6.9
422,2022-10-13 03:55:01,-31.0,11.9,680.73,15.86,38.39,6.38
423,2022-10-13 04:00:02,-30.9,11.8,669.55,4.89,38.19,6.65
424,2022-10-13 04:05:01,-30.9,11.9,697.55,21.56,38.25,6.97
425,2022-10-13 04:10:01,-30.8,12.1,705.73,3.06,30.65,6.6
426,2022-10-13 04:15:01,-30.7,12.3,698.73,15.08,38.27,6.63
427,2022-10-13 04:20:02,-30.5,12.3,696.82,16.67,38.25,6.87
428,2022-10-13 04:25:01,-30.8,12.3,693.82,19.59,38.14,6.6
429,2022-10-13 04:30:01,-30.8,12.1,679.27,10.21,38.3,6.95
430,2022-10-13 04:35:01,-30.7,12.3,689.82,23.78,38.05,6.92
431,2022-10-13 04:40:01,-30.7,12.1,683.09,9.3,38.47,6.8
432,2022-10-13 04:45:01,-30.8,12.3,672.27,2.16,36.29,6.8
433,2022-10-13 04:50:01,-30.8,12.2,672.36,2.07,38.31,6.7
434,2022-10-13 04:55:01,-30.7,12.3,689.45,17.47,38.07,6.55
435,2022-10-13 05:00:02,-30.6,12.3,684.18,15.58,38.16,7.17
436,2022-10-13 05:05:01,-30.6,12.4,683.0,16.95,38.36,6.87
437,2022-10-13 05:10:01,-30.8,12.0,709.18,13.46,38.36,7.22
438,2022-10-13 05:15:01,-30.7,12.1,693.45,14.57,38.46,6.8
439,2022-10-13 05:20:01,-30.6,12.3,753.73,112.93,38.18,7.0
440,2022-10-13 05:25:01,-30.5,12.3,694.91,11.96,38.09,6.55
441,2022-10-13 05:30:01,-30.6,12.1,694.18,15.36,37.8,6.58
442,2022-10-13 05:35:01,-30.6,12.3,687.45,11.39,38.04,7.05
443,2022-10-13 05:40:01,-30.7,12.2,683.09,9.04,38.26,6.4
444,2022-10-13 05:45:01,-30.6,12.2,697.82,14.89,38.25,6.03
445,2022-10-13 05:50:01,-30.7,12.3,712.27,6.88,38.45,6.5
446,2022-10-13 05:55:01,-30.7,12.1,690.45,12.63,38.11,6.77
447,2022-10-13 06:00:01,-30.7,12.1,697.82,8.79,38.09,7.22
448,2022-10-13 06:05:01,-30.6,12.3,686.18,18.16,28.78,6.87
449,2022-10-13 06:10:01,-30.7,12.3,697.64,10.32,33.44,7.0
450,2022-10-13 06:15:02,-30.4,12.5,706.09,19.64,37.68,6.97
451,2022-10-13 06:20:01,-30.4,12.5,698.0,15.79,25.0,6.38
452,2022-10-13 06:25:01,-30.5,12.3,694.27,12.97,37.43,2.97
453,2022-10-13 06:30:01,-30.5,12.4,687.0,19.13,37.69,6.8
454,2022-10-13 06:35:01,-30.3,12.3,697.55,14.77,37.48,6.92
455,2022-10-13 06:40:01,-30.5,12.1,701.82,9.68,37.22,5.81
456,2022-10-13 06:45:01,-30.6,12.5,716.18,9.81,37.84,6.68
457,2022-10-13 06:50:01,-30.6,12.2,952.0,40.12,27.56,6.4
458,2022-10-13 06:55:01,-30.4,12.3,695.55,12.53,31.37,7.0
459,2022-10-13 07:00:01,-30.4,12.5,706.0,14.04,38.23,7.22
460,2022-10-13 07:05:01,-30.4,12.4,694.91,18.78,38.1,7.02
461,2022-10-13 07:10:01,-30.4,12.2,690.91,18.71,37.36,6.97
462,2022-10-13 07:15:01,-30.4,12.3,696.45,7.1,35.62,6.75
463,2022-10-13 07:20:01,-30.3,12.5,693.27,20.14,38.05,6.75
464,2022-10-13 07:25:01,-30.4,12.5,708.82,13.99,38.42,6.85
465,2022-10-13 07:30:01,-30.4,12.3,690.91,14.24,37.76,6.7
466,2022-10-13 07:35:01,-30.4,12.3,691.09,11.05,32.9,7.02
467,2022-10-13 07:40:02,-30.3,12.5,697.18,20.5,37.95,4.94
468,2022-10-13 07:45:01,-30.4,12.4,686.91,16.1,38.01,6.53
469,2022-10-13 07:50:01,-30.0,12.6,686.91,18.8,37.52,6.58
470,2022-10-13 07:55:01,-30.1,12.6,697.55,11.76,38.22,6.85
471,2022-10-13 08:00:01,-30.4,12.3,704.82,9.96,30.0,6.18
472,2022-10-13 08:05:01,-30.4,12.3,710.27,5.84,38.46,6.53
473,2022-10-13 08:10:01,-30.4,12.4,691.91,12.63,31.0,7.42
474,2022-10-13 08:15:02,-30.3,12.5,708.36,3.94,36.93,4.3
475,2022-10-13 08:20:01,-30.2,12.5,702.0,12.75,34.03,6.63
476,2022-10-13 08:25:01,-30.2,12.5,711.64,7.9,28.37,6.53
477,2022-10-13 08:30:01,-30.2,12.3,701.09,12.91,37.62,6.82
478,2022-10-13 08:35:02,-30.1,12.5,704.27,4.71,38.17,6.87
479,2022-10-13 08:40:01,-30.3,12.5,702.36,12.07,37.64,5.91
480,2022-10-13 08:45:01,-30.5,12.4,697.09,13.43,34.71,6.97
481,2022-10-13 08:50:01,-30.4,12.5,689.82,22.41,36.28,6.82
482,2022-10-13 08:55:01,-30.3,12.3,701.18,13.75,38.13,6.75
483,2022-10-13 09:00:01,-30.5,12.3,687.09,17.63,37.93,7.02
484,2022-10-13 09:05:01,-30.3,12.3,690.82,19.03,37.94,6.55
485,2022-10-13 09:10:01,-30.4,12.4,697.27,8.38,38.16,7.15
486,2022-10-13 09:15:02,-30.3,12.6,737.27,39.97,38.18,6.78
487,2022-10-13 09:20:01,-30.2,12.6,695.55,11.25,36.74,6.9
488,2022-10-13 09:25:01,-30.4,12.6,701.73,11.8,37.23,7.27
489,2022-10-13 09:30:01,-30.3,12.5,695.0,18.76,37.76,6.95
490,2022-10-13 09:35:01,-30.4,12.3,719.45,14.47,24.77,4.9
491,2022-10-13 09:40:01,-30.5,12.5,690.27,7.41,29.73,6.85
492,2022-10-13 09:45:01,-30.6,12.6,715.64,11.81,31.8,6.58
493,2022-10-13 09:50:02,-30.6,12.8,698.64,13.46,23.92,6.85
494,2022-10-13 09:55:01,-30.7,12.3,708.0,7.91,37.43,7.19
495,2022-10-13 10:00:01,-30.6,12.3,686.55,15.99,35.65,6.26
496,2022-10-13 10:05:01,-30.7,12.3,704.82,14.41,29.71,6.85
497,2022-10-13 10:10:01,-30.5,12.5,719.55,55.87,38.21,7.17
498,2022-10-13 10:15:01,-30.6,12.6,709.18,14.71,30.08,6.8
499,2022-10-13 10:20:01,-30.5,12.6,698.27,17.13,34.64,6.8
500,2022-10-13 10:25:01,-30.4,12.8,701.09,14.84,34.07,6.77
501,2022-10-13 10:30:01,-30.4,12.6,698.64,13.2,38.3,7.17
502,2022-10-13 10:35:01,-30.5,12.6,687.82,10.92,33.51,6.65
503,2022-10-13 10:40:01,-30.6,12.6,701.36,18.45,35.46,6.73
504,2022-10-13 10:45:01,-30.5,12.5,698.09,23.21,24.73,7.14
505,2022-10-13 10:50:01,-30.5,12.4,697.91,8.66,38.09,6.82
506,2022-10-13 10:55:01,-30.5,12.6,703.64,11.01,33.27,4.15
507,2022-10-13 11:00:01,-30.5,12.4,724.82,53.92,33.8,7.0
508,2022-10-13 11:05:01,-30.5,12.5,707.36,11.73,33.66,6.43
509,2022-10-13 11:10:01,-30.5,12.3,698.36,6.45,30.46,6.21
510,2022-10-13 11:15:02,-30.4,12.5,684.18,16.59,35.27,6.8
511,2022-10-13 11:20:02,-30.3,12.8,699.91,12.05,32.44,6.53
512,2022-10-13 11:25:01,-30.1,12.8,719.0,58.95,34.3,6.5
513,2022-10-13 11:30:01,-30.1,12.5,701.45,6.58,37.63,6.9
514,2022-10-13 11:35:01,-30.3,12.8,687.09,8.91,37.6,6.85
515,2022-10-13 11:40:01,-30.2,12.5,708.45,8.94,38.38,6.31
516,2022-10-13 11:45:01,-30.1,12.5,701.0,18.98,36.59,6.87
517,2022-10-13 11:50:01,-30.1,12.8,687.09,7.44,38.25,6.75
518,2022-10-13 11:55:01,-30.3,12.7,700.91,20.73,37.51,4.8
519,2022-10-13 12:00:01,-30.2,12.3,697.27,14.82,32.47,7.24
520,2022-10-13 12:05:01,-29.8,8.9,701.73,12.13,16.52,6.92
521,2022-10-13 12:10:01,-30.2,11.5,702.36,15.88,33.5,7.05
522,2022-10-13 12:15:02,-30.4,12.8,693.27,8.92,30.27,6.65
523,2022-10-13 12:20:01,-30.2,12.5,691.09,11.12,33.65,6.77
524,2022-10-13 12:25:01,-30.3,12.8,701.45,5.35,38.12,7.12
525,2022-10-13 12:30:01,-30.2,12.8,697.91,20.33,32.86,6.92
526,2022-10-13 12:35:01,-30.4,12.5,695.18,11.83,37.94,7.02
527,2022-10-13 12:40:01,-30.2,12.6,695.18,24.46,37.69,7.0
528,2022-10-13 12:45:01,-30.1,12.7,687.55,23.6,32.84,7.12
529,2022-10-13 12:50:01,-29.9,12.7,694.36,14.52,27.42,6.77
530,2022-10-13 12:55:01,-30.1,12.5,698.0,18.03,33.95,7.17
531,2022-10-13 13:00:01,-30.0,12.6,697.27,11.41,35.73,6.82
532,2022-10-13 13:05:01,-29.9,12.8,701.73,14.68,31.2,7.07
533,2022-10-13 13:10:01,-29.9,12.5,708.09,4.75,37.64,6.28
534,2022-10-13 13:15:02,-29.9,12.7,690.82,21.5,37.94,6.9
535,2022-10-13 13:20:02,-29.9,12.5,701.82,17.63,36.69,6.9
536,2022-10-13 13:25:01,-30.0,12.4,707.27,12.22,37.17,7.19
537,2022-10-13 13:30:02,-29.9,12.7,693.64,5.72,38.38,6.68
538,2022-10-13 13:35:01,-30.0,12.9,694.0,26.16,37.65,6.95
539,2022-10-13 13:40:01,-30.0,12.6,720.27,35.68,37.43,6.6
540,2022-10-13 13:45:01,-30.0,12.6,689.45,17.21,36.29,6.8
541,2022-10-13 13:50:01,-30.0,12.8,715.09,4.14,29.38,6.77
542,2022-10-13 13:55:01,-29.9,12.7,695.0,12.2,38.03,8.13
543,2022-10-13 14:00:01,-30.0,12.6,709.27,9.65,36.92,6.43
544,2022-10-13 14:05:02,-29.8,12.7,700.09,11.76,38.29,7.0
545,2022-10-13 14:10:01,-29.9,12.2,694.18,18.35,35.86,6.9
546,2022-10-13 14:15:01,-29.9,12.5,690.36,12.94,38.17,7.1
547,2022-10-13 14:20:01,-29.9,12.7,682.82,9.18,37.86,6.48
548,2022-10-13 14:25:01,-29.9,12.6,693.36,28.86,37.08,6.77
549,2022-10-13 14:30:01,-29.8,12.7,701.27,19.66,37.38,6.92
550,2022-10-13 14:35:01,-29.7,12.8,708.91,8.55,30.06,6.7
551,2022-10-13 14:40:01,-29.8,12.8,700.55,5.92,22.54,6.63
552,2022-10-13 14:45:01,-30.0,12.8,707.91,16.82,36.52,6.6
553,2022-10-13 14:50:01,-30.0,12.6,690.55,11.73,36.41,7.29
554,2022-10-13 14:55:01,-30.0,12.6,702.0,11.78,36.71,8.26
555,2022-10-13 15:00:01,-30.1,12.6,679.36,13.77,37.65,6.77
556,2022-10-13 15:05:01,-30.0,12.8,704.73,6.13,34.96,6.7
557,2022-10-13 15:10:01,-30.1,12.7,697.82,12.6,35.86,7.27
558,2022-10-13 15:15:02,-30.1,12.9,705.64,6.85,37.28,6.77
559,2022-10-13 15:20:01,-30.3,12.9,705.45,5.07,30.07,6.77
560,2022-10-13 15:25:01,-30.3,12.8,714.36,7.62,33.79,7.27
561,2022-10-13 15:30:02,-30.3,12.6,708.73,15.51,20.93,6.73
562,2022-10-13 15:35:01,-30.5,12.6,709.0,5.09,31.32,7.27
563,2022-10-13 15:40:01,-30.4,12.8,698.91,19.27,33.97,8.31
564,2022-10-13 15:45:01,-30.6,12.6,694.82,19.28,26.88,6.8
565,2022-10-13 15:50:01,-30.5,12.7,705.55,10.89,37.46,7.07
566,2022-10-13 15:55:01,-30.4,12.6,701.36,22.74,33.41,7.07
567,2022-10-13 16:00:01,-30.5,12.6,697.91,14.93,36.18,6.38
568,2022-10-13 16:05:01,-30.5,12.7,701.45,16.58,31.93,7.0
569,2022-10-13 16:10:01,-30.3,12.6,682.91,19.35,28.01,6.82
570,2022-10-13 16:15:01,-30.5,12.7,703.55,13.8,18.64,7.32
571,2022-10-13 16:20:01,-30.4,12.5,697.27,22.71,34.22,6.53
572,2022-10-13 16:25:01,-30.3,12.8,708.64,4.98,26.14,6.01
573,2022-10-13 16:30:02,-30.5,12.6,698.0,20.53,29.82,6.8
574,2022-10-13 16:35:01,-30.4,12.7,690.82,14.69,35.91,7.02
575,2022-10-13 16:40:01,-30.6,12.5,690.45,15.72,36.94,6.43
576,2022-10-13 16:45:01,-30.6,12.5,691.18,16.15,35.81,7.02
577,2022-10-13 16:50:01,-30.6,12.6,709.09,8.23,33.36,6.21
578,2022-10-13 16:55:01,-30.8,12.6,697.45,15.1,32.18,6.95
579,2022-10-13 17:00:01,-30.6,12.7,700.0,12.16,33.23,6.82
580,2022-10-13 17:05:01,-30.6,12.4,694.18,6.54,33.26,6.85
581,2022-10-13 17:10:01,-30.8,12.6,694.09,10.68,33.69,6.26
582,2022-10-13 17:15:01,-30.8,12.5,702.45,20.16,36.74,6.85
583,2022-10-13 17:20:01,-30.7,12.5,702.18,8.53,14.24,6.5
584,2022-10-13 17:25:01,-30.7,12.5,700.36,15.76,35.71,6.43
585,2022-10-13 17:30:01,-30.7,12.5,705.27,11.55,34.36,6.18
586,2022-10-13 17:35:01,-30.5,12.7,709.36,7.2,32.72,7.12
587,2022-10-13 17:40:01,-30.6,12.5,701.0,12.06,28.57,8.11
588,2022-10-13 17:45:01,-30.5,12.8,683.0,18.17,37.28,7.74
589,2022-10-13 17:50:01,-30.4,12.7,708.0,9.23,21.71,7.17
590,2022-10-13 17:55:02,-30.5,12.6,698.0,23.23,26.53,7.02
591,2022-10-13 18:00:01,-30.5,12.5,709.27,15.83,19.76,6.16
592,2022-10-13 18:05:02,-30.5,12.6,707.09,17.83,8.96,6.97
593,2022-10-13 18:10:01,-30.6,12.3,744.18,11.75,11.28,6.68
594,2022-10-13 18:15:01,-30.8,12.3,711.45,6.56,29.02,6.65
595,2022-10-13 18:20:01,-30.6,12.5,719.18,5.31,8.7,7.76
596,2022-10-13 18:25:01,-30.6,12.5,705.09,11.82,31.83,6.45
597,2022-10-13 18:30:01,-30.6,12.5,701.09,8.52,28.43,6.9
598,2022-10-13 18:35:01,-30.5,12.6,702.0,17.55,19.89,6.65
599,2022-10-13 18:40:01,-30.6,12.8,695.64,10.14,25.87,8.03
600,2022-10-13 18:45:01,-30.7,12.6,711.64,15.73,36.24,7.37
601,2022-10-13 18:50:02,-30.7,12.5,695.73,16.33,35.36,6.58
602,2022-10-13 18:55:01,-30.9,12.5,701.27,18.67,9.18,7.32
603,2022-10-13 19:00:01,-30.6,12.8,712.36,9.58,12.34,6.9
604,2022-10-13 19:05:01,-30.7,12.6,923.36,214.75,34.83,6.75
605,2022-10-13 19:10:02,-30.7,12.6,695.09,15.08,17.51,7.32
606,2022-10-13 19:15:01,-30.7,12.5,705.73,15.54,12.26,6.75
607,2022-10-13 19:20:01,-30.8,12.5,698.55,18.62,23.72,6.82
608,2022-10-13 19:25:01,-30.6,12.4,698.18,13.53,30.41,6.68
609,2022-10-13 19:30:01,-30.7,12.6,708.36,5.51,9.85,6.68
610,2022-10-13 19:35:01,-30.6,12.7,711.27,10.47,8.16,6.77
611,2022-10-13 19:40:01,-30.8,12.5,700.0,10.72,33.25,5.46
612,2022-10-13 19:45:01,-30.8,12.6,712.18,9.56,13.91,6.8
613,2022-10-13 19:50:02,-30.8,12.5,710.55,11.75,7.65,6.63
614,2022-10-13 19:55:01,-31.0,12.3,712.0,6.62,33.27,1.85
615,2022-10-13 20:00:01,-30.7,12.6,694.73,18.19,12.63,6.6
616,2022-10-13 20:05:01,-31.0,12.5,715.27,10.04,29.72,5.39
617,2022-10-13 20:10:01,-30.9,12.5,691.45,11.46,15.31,6.97
618,2022-10-13 20:15:01,-30.8,12.4,702.36,12.32,5.19,6.01
619,2022-10-13 20:20:01,-31.0,12.4,707.18,12.2,28.73,6.92
620,2022-10-13 20:25:01,-30.8,12.4,698.55,11.84,19.68,6.58
621,2022-10-13 20:30:01,-30.9,12.4,700.18,15.87,32.87,6.45
622,2022-10-13 20:35:02,-30.9,12.3,701.45,14.48,8.44,7.07
623,2022-10-13 20:40:01,-30.9,12.3,704.18,7.55,23.46,6.8
624,2022-10-13 20:50:01,-30.9,12.6,708.64,4.99,5.54,1.93
625,2022-10-13 20:55:01,-30.8,12.5,690.82,9.43,17.15,6.5
626,2022-10-13 21:00:01,-30.9,12.1,713.18,10.2,10.1,6.97
627,2022-10-13 21:05:01,-30.8,12.5,712.27,5.17,19.47,6.68
628,2022-10-13 21:10:01,-30.9,12.5,705.73,13.83,11.5,6.77
629,2022-10-13 21:15:01,-30.9,12.3,712.0,2.97,21.37,6.75
630,2022-10-13 21:20:01,-30.9,12.4,704.09,11.56,11.31,6.75
631,2022-10-13 21:25:01,-30.9,12.5,712.18,4.68,26.5,7.12
632,2022-10-13 21:30:02,-30.9,12.3,703.0,18.61,25.0,6.92
633,2022-10-13 21:35:01,-30.7,12.4,713.09,12.69,34.01,6.8
634,2022-10-13 21:40:01,-30.8,12.5,711.55,23.59,29.03,6.92
635,2022-10-13 21:45:01,-30.9,12.3,704.91,10.68,36.13,6.92
636,2022-10-13 21:50:01,-30.9,12.5,709.45,10.24,23.39,1.71
637,2022-10-13 21:55:01,-30.9,12.4,695.09,12.29,27.57,5.19
638,2022-10-13 22:00:01,-31.0,12.2,704.0,19.94,24.8,1.21
639,2022-10-13 22:05:01,-30.9,12.4,701.36,3.82,25.77,6.16
640,2022-10-13 22:10:01,-31.0,12.3,709.09,3.97,7.75,6.65
641,2022-10-13 22:15:01,-30.9,12.5,707.64,16.27,7.23,6.72
642,2022-10-13 22:20:01,-31.1,12.1,700.36,15.59,12.04,6.58
643,2022-10-13 22:25:01,-31.0,12.3,697.73,21.11,28.55,6.68
644,2022-10-13 22:30:01,-30.9,12.3,686.73,11.6,34.55,6.35
645,2022-10-13 22:35:01,-31.0,12.0,712.09,8.47,11.5,6.97
646,2022-10-13 22:40:01,-31.0,12.5,694.0,18.32,6.82,7.0
647,2022-10-13 22:45:01,-31.0,12.3,693.82,18.39,6.93,6.68
648,2022-10-13 22:50:01,-31.0,12.2,863.18,673.44,8.59,6.35
649,2022-10-13 22:55:01,-30.8,12.5,694.91,12.29,32.38,7.15
650,2022-10-13 23:05:01,-31.1,12.1,698.73,15.66,34.02,7.14
